PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,NumberofBuildings,NumberofFloors,PrimaryPropertyType,LargestPropertyUseType,LargestPropertyUseTypeGFA,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,SiteEnergyUse(kBtu)
73260.0,73260.0,0,1.0,6,Small- and Mid-Sized Office,Office,63871.0,2,DOWNTOWN,47.59856,-122.33379,1907,2853189.5
69817.0,69817.0,0,1.0,4,Small- and Mid-Sized Office,Office,34647.0,7,DOWNTOWN,47.59979,-122.3338,1900,2178074.5
84750.0,84750.0,0,1.0,4,Small- and Mid-Sized Office,Office,41609.0,7,DOWNTOWN,47.60035,-122.33379,1900,2094724.625
75496.0,62176.0,13320,1.0,6,Small- and Mid-Sized Office,Office,45799.0,7,DOWNTOWN,47.60146,-122.33248,1900,3570161.75
164380.0,164380.0,0,1.0,4,Large Office,Office,123607.0,7,DOWNTOWN,47.59962,-122.33247,1900,7655751.0
160580.0,160580.0,0,1.0,7,Large Office,Office,160580.0,2,DOWNTOWN,47.59858,-122.33198,1907,4336187.5
73470.0,73470.0,0,1.0,6,Small- and Mid-Sized Office,Office,47145.0,7,DOWNTOWN,47.60159,-122.32915,1909,3212269.0
67755.0,67755.0,0,1.0,3,Other,Other,33647.0,2,DOWNTOWN,47.59871,-122.3299,1906,1904480.0
56700.0,56700.0,0,1.0,3,Mixed Use Property,Office,26250.0,2,GREATER DUWAMISH,47.59334,-122.32905,1910,2371575.0
82852.0,82852.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,58472.0,2,GREATER DUWAMISH,47.59366,-122.32666,1922,2153603.5
76442.0,76442.0,0,1.0,2,Other,Other,50500.0,2,GREATER DUWAMISH,47.57941,-122.33131,1953,3978277.0
92792.0,92792.0,0,1.0,2,Distribution Center,Distribution Center,85343.0,2,GREATER DUWAMISH,47.57658,-122.33054,1962,3155496.0
125519.0,125519.0,0,2.0,2,Other,Manufacturing/Industrial Plant,142901.0,2,GREATER DUWAMISH,47.58444,-122.33282,1941,2244317.0
129000.0,103200.0,25800,1.0,4,Large Office,Office,104869.0,2,GREATER DUWAMISH,47.58361,-122.33369,1900,4374646.0
78814.0,78814.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,78814.0,2,GREATER DUWAMISH,47.58781,-122.33264,1954,861972.875
58970.0,58970.0,0,1.0,4,Small- and Mid-Sized Office,Office,39870.0,2,GREATER DUWAMISH,47.59486,-122.33368,1904,1776411.75
75600.0,64800.0,10800,1.0,6,Distribution Center,Distribution Center,51040.0,2,GREATER DUWAMISH,47.59403,-122.33367,1910,2688675.75
56270.0,56270.0,0,1.0,4,Distribution Center,Distribution Center,39884.0,2,GREATER DUWAMISH,47.59363,-122.33371,1907,1056782.125
66842.0,66842.0,0,1.0,4,Small- and Mid-Sized Office,Office,43122.0,2,DOWNTOWN,47.59701,-122.33378,1904,5608600.5
75288.0,64488.0,10800,1.0,6,Small- and Mid-Sized Office,Office,65508.0,2,DOWNTOWN,47.59639,-122.33368,1909,2891605.0
184322.0,184322.0,0,1.0,7,Large Office,Office,183916.0,2,DOWNTOWN,47.59806,-122.33475,1904,9722890.0
224864.625,196071.25,0,1.0,7,Large Office,Office,192159.375,2,DOWNTOWN,47.59767,-122.33467,2009,16336999.203125
64512.0,64512.0,0,1.0,2,Small- and Mid-Sized Office,Office,63000.0,2,GREATER DUWAMISH,47.59202,-122.33486,1914,5968153.5
224864.625,174226.0,111774,1.0,6,Mixed Use Property,Parking,111774.0,2,GREATER DUWAMISH,47.58924,-122.33566,2009,16336999.203125
144050.0,144050.0,0,1.0,7,Warehouse,Non-Refrigerated Warehouse,144050.0,2,GREATER DUWAMISH,47.58365,-122.33467,1926,3929371.0
60592.0,60592.0,0,1.0,3,Small- and Mid-Sized Office,Office,60384.0,2,GREATER DUWAMISH,47.58252,-122.33465,1930,5049446.5
224864.625,196071.25,0,0.0,6,Large Office,Office,192159.375,2,GREATER DUWAMISH,47.58181,-122.33534,1912,16336999.203125
107930.0,107930.0,0,1.0,1,Retail Store,Retail Store,107704.0,2,GREATER DUWAMISH,47.57842,-122.33558,1993,7221482.5
99084.0,99084.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,99084.0,2,GREATER DUWAMISH,47.57096,-122.3355,1926,1618110.375
72719.0,72719.0,0,1.0,1,Distribution Center,Distribution Center,72719.0,1,Delridge,47.56676,-122.35247,1953,2581741.75
76624.0,76624.0,0,0.0,4,Small- and Mid-Sized Office,Office,76624.0,3,EAST,47.59534849,-122.327269,1930,2773647.5
91706.0,55123.0,36583,1.0,6,Small- and Mid-Sized Office,Office,53281.0,4,NORTHEAST,47.66158,-122.31625,2001,8570571.0
129093.0,89191.0,39902,1.0,5,Medical Office,Medical Office,89131.0,7,LAKE UNION,47.62395,-122.33392,2008,16336999.203125
138106.0,121885.0,16221,1.0,5,Large Office,Office,119083.0,1,DELRIDGE,47.56787,-122.36419,1991,8381834.5
56572.0,56572.0,0,1.0,1,Retail Store,Retail Store,56576.0,2,GREATER DUWAMISH,47.56664,-122.32346,1973,2409429.0
224864.625,196071.25,0,1.0,0,Medical Office,Medical Office,192159.375,3,EAST,47.60979,-122.32298,2004,16336999.203125
224864.625,196071.25,0,0.0,0,Mixed Use Property,Parking,192159.375,7,DOWNTOWN,47.61783,-122.33729,2006,16336999.203125
224864.625,196071.25,0,1.0,11,Large Office,Office,192159.375,2,DOWNTOWN,47.59794,-122.32767,2000,16336999.203125
224864.625,196071.25,0,1.0,42,Large Office,Office,192159.375,7,DOWNTOWN,47.6074,-122.33777,2005,16336999.203125
97720.0,97720.0,0,1.0,6,Small- and Mid-Sized Office,Office,51881.0,7,DOWNTOWN,47.61077,-122.3361,1926,2478025.25
224864.625,196071.25,206580,1.0,10,Medical Office,Medical Office,192159.375,3,EAST,47.61002,-122.32222,1985,16336999.203125
94500.0,94500.0,0,1.0,7,Medical Office,Medical Office,113739.0,3,CENTRAL,47.60649,-122.31121,1987,5792926.0
94713.0,94713.0,0,0.0,1,Retail Store,Retail Store,109758.0,1,DELRIDGE,47.53655,-122.36377,2005,5417598.0
224864.625,196071.25,101342,1.0,9,Medical Office,Medical Office,192159.375,7,EAST,47.60707,-122.3288,2008,14751117.0
224864.625,163504.0,156407,1.0,19,Medical Office,Medical Office,170727.0,3,EAST,47.60883,-122.32494,1973,15067340.0
205521.0,196071.25,0,1.0,6,Large Office,Office,114919.0,7,DOWNTOWN,47.60353,-122.33558,1900,8138616.5
56700.0,56700.0,0,1.0,6,Small- and Mid-Sized Office,Office,46000.0,7,DOWNTOWN,47.60197,-122.33437,1900,3065954.5
72000.0,72000.0,0,1.0,4,Small- and Mid-Sized Office,Office,72000.0,2,GREATER DUWAMISH,47.59554,-122.32471,1925,2729167.75
191146.0,96254.0,94892,1.0,4,Large Office,Office,103000.0,7,MAGNOLIA / QUEEN ANNE,47.63347,-122.34078,2000,5101504.5
68763.0,57236.0,11527,1.0,3,Other,Other - Recreation,50000.0,1,DELRIDGE,47.56797,-122.36711,2001,9029489.0
102133.0,102133.0,0,3.0,1,Other,Strip Mall,107427.0,2,SOUTHEAST,47.56961,-122.28881,1994,16336999.203125
224864.625,196071.25,0,1.0,14,Large Office,Office,192159.375,7,DOWNTOWN,47.61567,-122.33503,2008,15725581.0
81336.0,81336.0,0,3.0,2,Other,Lifestyle Center,81385.0,7,MAGNOLIA / QUEEN ANNE,47.62476,-122.35521,1994,13085297.0
224864.625,196071.25,0,1.0,23,Large Office,Office,192159.375,7,DOWNTOWN,47.6115,-122.33278,2001,16020642.0
224864.625,78852.0,197130,1.0,6,Other,Parking,192159.375,7,DOWNTOWN,47.61234,-122.34897,1983,5233553.5
98668.0,98668.0,0,1.0,5,Small- and Mid-Sized Office,Office,98668.0,7,MAGNOLIA / QUEEN ANNE,47.62497,-122.35965,1982,4391348.0
158931.0,130550.0,28381,1.0,1,Large Office,Office,80157.0,2,GREATER DUWAMISH,47.57639,-122.32072,2007,8751704.0
105100.0,105100.0,0,1.0,1,Large Office,Office,105100.0,7,MAGNOLIA / QUEEN ANNE,47.65692,-122.37059,1978,16336999.203125
57176.0,57176.0,0,1.0,1,Supermarket / Grocery Store,Supermarket/Grocery Store,39500.0,7,MAGNOLIA / QUEEN ANNE,47.63718,-122.37734,2008,12525174.0
50660.0,50660.0,0,1.0,1,Retail Store,Retail Store,50660.0,7,MAGNOLIA / QUEEN ANNE,47.63284,-122.37712,1978,2661488.0
61929.0,61929.0,0,1.0,2,Small- and Mid-Sized Office,Office,39879.0,7,MAGNOLIA / QUEEN ANNE,47.63156,-122.37551,1937,2203026.5
165111.0,110111.0,55000,1.0,4,Large Office,Office,104667.0,7,MAGNOLIA / QUEEN ANNE,47.62302,-122.36476,2000,16336999.203125
20565.0,20565.0,0,1.0,3,Small- and Mid-Sized Office,Office,20565.0,7,DOWNTOWN,47.61588,-122.34965,1925,802312.5
159937.0,103966.0,55971,1.0,5,Large Office,Office,106449.0,7,MAGNOLIA / QUEEN ANNE,47.62175,-122.36313,2000,7857972.5
183964.0,137201.0,46763,1.0,5,Large Office,Office,133451.0,7,MAGNOLIA / QUEEN ANNE,47.62101,-122.36188,2008,14856199.0
208210.0,129362.0,78848,1.0,5,Large Office,Office,109978.0,7,MAGNOLIA / QUEEN ANNE,47.61891,-122.35958,1986,5514308.5
224864.625,196071.25,80283,1.0,7,Large Office,Office,178625.0,7,DOWNTOWN,47.61813,-122.35833,1986,12729858.0
187130.0,187130.0,0,1.0,3,Large Office,Office,171783.0,7,DOWNTOWN,47.614,-122.35375,1993,10053489.0
224864.625,133177.0,117867,1.0,5,Large Office,Office,126218.0,7,DOWNTOWN,47.61287,-122.35022,2000,16336999.203125
154330.0,154330.0,0,1.0,5,Warehouse,Non-Refrigerated Warehouse,95330.0,7,DOWNTOWN,47.60703,-122.34038,1912,1262235.25
108245.0,93555.0,14690,1.0,6,Large Office,Office,64055.0,7,DOWNTOWN,47.60604,-122.33948,1918,4515180.5
167860.0,167860.0,0,1.0,6,Large Office,Office,110370.0,7,DOWNTOWN,47.6047,-122.33739,1905,6797647.0
112560.0,112560.0,0,1.0,6,Large Office,Office,80400.0,7,DOWNTOWN,47.60247,-122.33621,1910,4946798.5
86204.0,86204.0,0,1.0,6,Retail Store,Other,67670.0,7,DOWNTOWN,47.60223,-122.33602,1910,3241917.0
145158.0,145158.0,0,1.0,2,Warehouse,Non-Refrigerated Warehouse,101633.0,2,GREATER DUWAMISH,47.5829,-122.32417,1985,8384523.0
112896.0,112896.0,0,1.0,2,Large Office,Office,110746.0,2,GREATER DUWAMISH,47.58716,-122.32214,1951,10287986.0
110613.0,110613.0,0,1.0,1,Distribution Center,Distribution Center,99551.0,2,GREATER DUWAMISH,47.58685,-122.32501,1960,1015060.188
149881.0,149881.0,0,1.0,4,Warehouse,Non-Refrigerated Warehouse,119593.0,2,GREATER DUWAMISH,47.58553,-122.32511,1951,2417401.25
98220.0,98220.0,0,1.0,3,Warehouse,Non-Refrigerated Warehouse,129420.0,2,GREATER DUWAMISH,47.58042,-122.32552,1951,6468090.0
84420.0,84420.0,0,1.0,1,Distribution Center,Distribution Center,44300.0,2,GREATER DUWAMISH,47.58096,-122.32313,1970,2848317.25
73335.0,73335.0,0,1.0,1,Distribution Center,Distribution Center,73335.0,2,GREATER DUWAMISH,47.57055,-122.3267,1961,5197118.0
56876.0,56876.0,0,1.0,2,Distribution Center,Distribution Center,48400.0,2,GREATER DUWAMISH,47.5794,-122.32848,1928,1791715.625
61200.0,61200.0,0,1.0,2,Warehouse,Non-Refrigerated Warehouse,61200.0,2,GREATER DUWAMISH,47.58241,-122.32866,1931,4912143.0
111908.0,111908.0,0,1.0,1,Distribution Center,Distribution Center,109090.0,2,GREATER DUWAMISH,47.58772,-122.32686,1987,1555420.25
63644.0,63644.0,0,3.0,2,Other,Other - Public Services,65700.0,2,GREATER DUWAMISH,47.5908,-122.32828,1986,6858533.5
108753.0,89893.0,18860,3.0,2,Mixed Use Property,Non-Refrigerated Warehouse,58605.0,2,GREATER DUWAMISH,47.59439,-122.32839,1930,3639670.25
141890.0,106345.0,35545,1.0,1,Supermarket / Grocery Store,Supermarket/Grocery Store,168735.0,6,NORTHWEST,47.69197,-122.35877,1970,16336999.203125
92092.0,71037.0,21055,1.0,4,Small- and Mid-Sized Office,Office,70074.0,6,BALLARD,47.6633,-122.37549,2001,4817062.0
56259.0,56259.0,0,0.0,3,Warehouse,Non-Refrigerated Warehouse,31582.0,7,MAGNOLIA / QUEEN ANNE,47.6592,-122.38437,1974,2346571.5
143439.0,143439.0,0,1.0,6,Other,Other,119570.0,4,NORTHEAST,47.65529,-122.32133,2006,16336999.203125
202623.0,113768.0,88855,1.0,4,Large Office,Office,105206.0,6,LAKE UNION,47.64912,-122.34823,2008,8873485.0
77174.0,51374.0,25800,1.0,2,Small- and Mid-Sized Office,Office,77174.0,6,LAKE UNION,47.64932,-122.35187,2000,5481549.0
110524.0,110524.0,0,1.0,5,Large Office,Office,98781.0,7,MAGNOLIA / QUEEN ANNE,47.62817,-122.34212,1998,6859198.0
224864.625,183574.0,103650,1.0,5,Mixed Use Property,Parking,97500.0,3,LAKE UNION,47.6289,-122.32877,2008,16336999.203125
115748.0,97366.0,18382,1.0,4,Laboratory,Laboratory,97365.0,3,LAKE UNION,47.63079,-122.32693,1999,16336999.203125
224864.625,157186.0,84689,1.0,7,Large Office,Office,163082.0,7,MAGNOLIA / QUEEN ANNE,47.62225,-122.35915,2000,8655604.0
102930.0,84210.0,18720,1.0,5,Large Office,Office,89075.0,7,MAGNOLIA / QUEEN ANNE,47.61949,-122.35639,1974,4750799.0
76893.0,76893.0,0,1.0,3,Small- and Mid-Sized Office,Office,90345.0,7,DOWNTOWN,47.61472,-122.35566,1902,12029600.0
150000.0,126370.0,23630,1.0,8,Large Office,Office,126648.0,7,DOWNTOWN,47.61732,-122.34791,1975,9343428.0
224864.625,196071.25,0,1.0,7,Large Office,Office,192159.375,7,DOWNTOWN,47.61628,-122.33391,1953,16336999.203125
224864.625,196071.25,116280,1.0,15,Large Office,Office,192159.375,7,DOWNTOWN,47.61599,-122.34165,1983,16336999.203125
169020.0,169020.0,0,1.0,11,Large Office,Office,156414.0,7,DOWNTOWN,47.61481,-122.33969,1963,11480494.0
224864.625,196071.25,0,1.0,33,Other,Data Center,192159.375,7,DOWNTOWN,47.61438,-122.33871,1981,16336999.203125
224864.625,196071.25,319400,1.0,76,Large Office,Office,192159.375,7,DOWNTOWN,47.60454,-122.33072,1985,16336999.203125
224864.625,196071.25,89778,1.0,19,Large Office,Office,192159.375,7,DOWNTOWN,47.61418,-122.33485,1981,15878689.0
224864.625,196071.25,28870,1.0,18,Medical Office,Medical Office,192159.375,7,DOWNTOWN,47.6129,-122.33684,1925,16336999.203125
78920.0,78920.0,0,1.0,4,Retail Store,Retail Store,78920.0,7,DOWNTOWN,47.61203,-122.33486,1929,8303666.5
131143.0,43983.0,87160,1.0,7,Large Office,Office,120248.0,7,DOWNTOWN,47.61051,-122.34439,1979,5177270.5
224864.625,196071.25,0,1.0,0,Other,Other - Mall,192159.375,7,DOWNTOWN,47.61289,-122.33531,1999,16336999.203125
55520.0,55520.0,0,1.0,4,Mixed Use Property,Office,17120.0,3,EAST,47.61505,-122.32,1908,3686962.25
132998.0,132998.0,0,1.0,10,Large Office,Office,138257.0,7,DOWNTOWN,47.61036,-122.34037,1908,3775187.5
83118.0,83118.0,0,1.0,3,Retail Store,Retail Store,45000.0,7,DOWNTOWN,47.60956,-122.33715,1940,2443141.5
77555.0,77555.0,0,1.0,3,Retail Store,Retail Store,73563.0,7,DOWNTOWN,47.60925,-122.33734,1924,7802205.5
51218.0,51218.0,0,1.0,6,Small- and Mid-Sized Office,Office,44913.0,7,DOWNTOWN,47.60765,-122.34097,1909,2886141.5
224864.625,196071.25,0,1.0,29,Large Office,Office,192159.375,7,DOWNTOWN,47.60765,-122.3348,1970,16336999.203125
216571.0,196071.25,13320,1.0,27,Large Office,Office,182604.0,7,DOWNTOWN,47.60769,-122.33544,1929,16246106.0
189175.0,189175.0,0,1.0,13,Large Office,Office,151740.0,7,DOWNTOWN,47.60741,-122.33565,1921,16336999.203125
224864.625,196071.25,74481,1.0,13,Large Office,Office,145491.0,7,DOWNTOWN,47.60582,-122.33464,1998,16336999.203125
122356.0,122356.0,0,1.0,7,Large Office,Office,95942.0,7,DOWNTOWN,47.60576,-122.33922,1910,4585070.5
52298.0,52298.0,0,1.0,3,Small- and Mid-Sized Office,Office,50250.0,7,DOWNTOWN,47.60366,-122.33328,1921,1968655.125
116640.0,116640.0,0,1.0,17,Large Office,Office,82053.0,7,DOWNTOWN,47.60304,-122.33362,1911,6758565.5
224864.625,196071.25,201121,1.0,42,Large Office,Office,192159.375,3,DOWNTOWN,47.60573,-122.33028,1981,16336999.203125
188339.0,89025.0,99314,1.0,5,Medical Office,Medical Office,81873.0,3,EAST,47.60663,-122.32157,1988,8523594.0
60122.0,60122.0,0,1.0,2,University,College/University,60122.0,3,CENTRAL,47.6094,-122.31506,1916,690529.5
95000.0,81300.0,13700,1.0,6,Small- and Mid-Sized Office,Office,84481.0,2,DOWNTOWN,47.5981,-122.33369,1910,4052720.0
224857.0,196071.25,0,1.0,9,Large Office,Office,192159.375,7,DOWNTOWN,47.6029,-122.32927,1971,15272491.0
224864.625,196071.25,124788,1.0,8,Large Office,Office,192159.375,2,DOWNTOWN,47.59878,-122.33088,1998,13568148.0
58492.0,58492.0,0,1.0,2,Other,Other,58500.0,2,GREATER DUWAMISH,47.59273,-122.33455,1939,1594422.5
62370.0,62370.0,0,1.0,6,Small- and Mid-Sized Office,Office,49473.0,2,GREATER DUWAMISH,47.58958,-122.33369,1907,4353025.0
73296.0,73296.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,77800.0,2,GREATER DUWAMISH,47.58454,-122.3269,1960,2356376.75
99122.0,99122.0,0,1.0,4,Other,Other,50036.0,2,GREATER DUWAMISH,47.5829,-122.32417,1944,14469228.0
66133.0,66133.0,0,1.0,1,Other,Other,60787.0,2,GREATER DUWAMISH,47.58251,-122.32528,1985,6345009.5
115668.0,115668.0,0,1.0,2,Warehouse,Non-Refrigerated Warehouse,101752.0,2,GREATER DUWAMISH,47.57613,-122.33864,1952,3534690.75
141686.0,141686.0,0,1.0,1,Other,Other,152511.0,2,GREATER DUWAMISH,47.56301,-122.32564,1970,6673138.0
93610.0,93610.0,0,1.0,1,Small- and Mid-Sized Office,Office,101278.0,2,GREATER DUWAMISH,47.55695,-122.33176,1950,6235947.0
156188.0,156188.0,0,1.0,2,Large Office,Office,141917.0,2,GREATER DUWAMISH,47.55238,-122.32762,1973,6843855.0
115620.0,115620.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,56900.0,2,GREATER DUWAMISH,47.54923,-122.32446,1966,1951856.25
224864.625,196071.25,0,1.0,5,Large Office,Office,192159.375,2,GREATER DUWAMISH,47.54699,-122.32882,1975,10775646.0
71718.0,71718.0,0,1.0,1,Distribution Center,Distribution Center,71718.0,2,GREATER DUWAMISH,47.54326,-122.33134,1969,151754.2969
55450.0,55450.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,34206.0,1,GREATER DUWAMISH,47.53628,-122.3329,1969,4345698.0
54880.0,54880.0,0,1.0,1,Distribution Center,Distribution Center,55000.0,1,GREATER DUWAMISH,47.52549,-122.33064,1979,2763597.0
102500.0,102500.0,0,1.0,1,Retail Store,Retail Store,99471.0,1,DELRIDGE,47.52222,-122.36892,1992,7305474.0
224864.625,88498.0,272900,1.0,6,Other,Parking,192159.375,4,NORTHEAST,47.66478,-122.29804,2002,8915523.0
50785.0,50785.0,0,1.0,1,Supermarket / Grocery Store,Supermarket/Grocery Store,27382.0,2,GREATER DUWAMISH,47.57903,-122.29982,1963,7439009.0
85126.0,85126.0,0,1.0,3,Small- and Mid-Sized Office,Office,81526.0,1,Delridge,47.54103,-122.33766,1929,16336999.203125
224864.625,196071.25,19820,1.0,5,Other,Parking,192159.375,5,North,47.70911,-122.32529,2000,11077140.0
224864.625,196071.25,0,1.0,1,Distribution Center,Distribution Center,192159.375,2,GREATER DUWAMISH,47.56613,-122.33838,1986,15091579.0
73320.0,73320.0,0,1.0,4,Mixed Use Property,Non-Refrigerated Warehouse,27283.0,7,DOWNTOWN,47.59937,-122.33116,1902,1141189.75
224864.625,142510.0,100176,1.0,4,Large Office,Office,149081.0,7,MAGNOLIA / QUEEN ANNE,47.6252,-122.36737,2008,9683979.0
95760.0,79920.0,15840,1.0,6,Small- and Mid-Sized Office,Office,95760.0,2,DOWNTOWN,47.5992,-122.33223,1900,5392617.5
179413.0,179413.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,178087.0,2,GREATER DUWAMISH,47.56733,-122.3352,1946,3459543.0
65288.0,65288.0,0,0.0,1,Warehouse,Non-Refrigerated Warehouse,60000.0,2,GREATER DUWAMISH,47.57513,-122.33739,1917,605971.1875
170632.0,170632.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,164806.0,1,Delridge,47.5725,-122.3571,1966,602245.0
224864.625,196071.25,0,1.0,10,Large Office,Office,192159.375,7,MAGNOLIA / QUEEN ANNE,47.63264,-122.34171,1994,11410228.0
224864.625,196071.25,138098,1.0,17,Large Office,Office,192159.375,3,DOWNTOWN,47.60214,-122.32726,2009,13631141.0
122400.0,68100.0,54300,1.0,6,Mixed Use Property,Office,41624.0,4,NORTHEAST,47.6586,-122.3124,2009,4865551.5
93803.0,93803.0,0,1.0,2,Retail Store,Retail Store,85572.0,4,NORTHEAST,47.66246,-122.29898,1956,5453438.5
123000.0,123000.0,0,1.0,2,Warehouse,Non-Refrigerated Warehouse,112484.0,2,GREATER DUWAMISH,47.51304,-122.28394,1966,3004271.0
224864.625,162150.0,112980,1.0,5,Medical Office,Medical Office,177748.0,3,EAST,47.6056366,-122.3214798,2003,9941308.0
60448.0,60448.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,52702.0,2,GREATER DUWAMISH,47.51168,-122.28285,1978,1052244.75
224864.625,196071.25,0,7.0,14,Hospital,Hospital (General Medical & Surgical),192159.375,3,EAST,47.608951,-122.322402,1994,16336999.203125
62600.0,62600.0,0,3.0,4,Other,Other,192159.375,7,MAGNOLIA / QUEEN ANNE,47.61915,-122.35871,1928,11147342.0
77412.0,55800.0,21612,1.0,4,Mixed Use Property,Other,26400.0,3,EAST,47.60453796,-122.3203278,2004,2655387.5
224864.625,130262.0,159157,1.0,5,Medical Office,Medical Office,146150.0,3,EAST,47.60796711,-122.3195445,1990,12731388.0
90266.0,90266.0,0,1.0,5,Other,Financial Office,87552.0,5,NORTH,47.6993,-122.32378,1987,7771933.5
87332.0,80874.0,6458,1.0,4,Warehouse,Non-Refrigerated Warehouse,87332.0,6,Ballard,47.6582,-122.36434,2004,1165598.875
150545.0,100528.0,50017,1.0,6,Hotel,Hotel,100528.0,3,EAST,47.61210727,-122.3205972,2003,13410041.0
141718.0,141718.0,0,1.0,5,Other,Other - Entertainment/Public Assembly,134197.0,7,MAGNOLIA / QUEEN ANNE,47.62147,-122.34817,1999,16336999.203125
111856.0,90583.0,21273,1.0,5,Hotel,Hotel,92000.0,7,MAGNOLIA / QUEEN ANNE,47.62562,-122.35121,2008,9444484.0
132828.0,132828.0,0,1.0,4,Warehouse,Non-Refrigerated Warehouse,132828.0,3,EAST,47.61818,-122.31728,1988,1083729.625
70400.0,70400.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,58047.0,1,DELRIDGE,47.53935,-122.34402,1970,13962749.0
101830.0,101830.0,0,1.0,1,Retail Store,Retail Store,130767.0,5,NORTHWEST,47.71417,-122.34256,1995,10713006.0
114000.0,114000.0,0,2.0,4,University,College/University,114000.0,3,CENTRAL,47.5997,-122.30364,1974,7575080.0
152365.0,152365.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,149293.0,1,SOUTHWEST,47.57311,-122.3601,1965,1069749.75
224864.625,196071.25,0,1.0,6,Medical Office,Medical Office,192159.375,3,CENTRAL,47.60705,-122.30966,1910,16336999.203125
74178.0,74178.0,0,1.0,1,Retail Store,Retail Store,74178.0,2,GREATER DUWAMISH,47.54862,-122.32272,1958,5402181.0
80360.0,80360.0,0,1.0,4,Warehouse,Non-Refrigerated Warehouse,80360.0,5,NORTH,47.70799,-122.30185,1987,686019.1875
119190.0,119190.0,0,1.0,3,Supermarket / Grocery Store,Supermarket/Grocery Store,46280.0,3,EAST,47.61318,-122.32122,1996,10077532.0
51856.0,51856.0,0,1.0,2,Other,Automobile Dealership,48103.0,2,GREATER DUWAMISH,47.59394,-122.32452,2008,1938613.125
66138.0,53552.0,12586,1.0,3,Mixed Use Property,Office,26044.0,2,GREATER DUWAMISH,47.58718,-122.33467,1921,7070998.5
113944.0,65434.0,48510,1.0,3,Large Office,Office,65434.0,4,NORTHEAST,47.66181,-122.31231,1960,16336999.203125
93079.0,56986.0,36093,1.0,3,Low-Rise Multifamily,Multifamily Housing,91064.0,4,LAKE UNION,47.64859,-122.33311,2000,1997181.5
22220.0,22220.0,0,1.0,2,Worship Facility,Worship Facility,22220.0,4,NORTHEAST,47.67738,-122.28996,1957,778355.8125
44700.0,44700.0,0,1.0,1,Mixed Use Property,Office,23751.0,2,GREATER DUWAMISH,47.54437,-122.30863,1962,2042771.0
44100.0,44100.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,40000.0,2,GREATER DUWAMISH,47.54137,-122.33051,1976,1618916.375
27800.0,27800.0,0,1.0,1,Distribution Center,Distribution Center,27800.0,2,GREATER DUWAMISH,47.54113,-122.32633,1965,1224186.25
46340.0,46340.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,46340.0,2,GREATER DUWAMISH,47.55436,-122.33631,2001,2564004.0
22800.0,22800.0,0,3.0,1,Other,Manufacturing/Industrial Plant,22800.0,2,GREATER DUWAMISH,47.54134,-122.30529,1994,2222097.5
38460.0,38460.0,0,1.0,3,Small- and Mid-Sized Office,Office,38460.0,3,CENTRAL,47.60191,-122.31438,1910,1950713.25
21022.0,21022.0,0,1.0,2,Worship Facility,Worship Facility,21022.0,6,NORTHWEST,47.68576,-122.35481,1922,945245.625
48001.0,48001.0,0,1.0,1,Distribution Center,Distribution Center,48001.0,2,GREATER DUWAMISH,47.51127,-122.281,1967,2143650.75
26380.0,26380.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,23620.0,2,GREATER DUWAMISH,47.51399,-122.27946,1979,509124.0
37351.0,37351.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,29551.0,2,GREATER DUWAMISH,47.51018,-122.28192,1969,2559461.75
30375.0,30375.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,30375.0,2,GREATER DUWAMISH,47.51127,-122.281,1981,345866.6875
30004.0,30004.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,24280.0,2,GREATER DUWAMISH,47.51104,-122.28245,1979,369291.5
39971.0,39971.0,0,1.0,3,Other,Other,36185.0,4,NORTHEAST,47.68541,-122.27097,1928,10960107.0
33589.0,33589.0,0,1.0,2,Worship Facility,Worship Facility,33589.0,6,BALLARD,47.68164,-122.3753,1914,509836.1875
43500.0,43500.0,0,1.0,3,Small- and Mid-Sized Office,Office,43495.0,6,BALLARD,47.66587,-122.38476,1979,3220635.25
28492.0,28492.0,0,1.0,2,Small- and Mid-Sized Office,Office,28492.0,6,BALLARD,47.67528,-122.40836,1978,1896298.875
22325.0,22325.0,0,1.0,3,Small- and Mid-Sized Office,Office,18000.0,6,BALLARD,47.6744,-122.40735,1963,1401315.875
