PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,NumberofBuildings,NumberofFloors,PrimaryPropertyType,LargestPropertyUseType,LargestPropertyUseTypeGFA,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,SiteEnergyUse(kBtu),HasParking,BuildingAge,ParkingRatio,AreaPerFloor,BuildingDensity,GeoCluster
30840.0,30840.0,0,1.0,4,Small- and Mid-Sized Office,Office,29255.0,7,MAGNOLIA / QUEEN ANNE,47.63575,-122.33895,1965,3542708.5,0,51,0.0,7710.0,3.2425421530479896e-05,0.0
20332.0,20332.0,0,1.0,1,Other,Other,20332.0,4,NORTHEAST,47.67642,-122.3035,1946,392683.6875,0,70,0.0,20332.0,4.918355301987015e-05,9.0
21850.0,21850.0,0,1.0,1,Worship Facility,Worship Facility,21850.0,3,CENTRAL,47.61118,-122.288,1900,317794.4063,0,116,0.0,21850.0,4.576659038901602e-05,8.0
32282.0,25297.0,6985,1.0,4,Mixed Use Property,Multifamily Housing,12600.0,4,NORTHEAST,47.66827,-122.29978,1997,1391714.25,1,19,0.2163744501579828,6324.25,3.0977015054829316e-05,9.0
224864.625,196071.25,83064,1.0,13,Large Office,Office,162422.0,7,DOWNTOWN,47.60449,-122.33803,1983,9512829.0,1,33,0.3693955863444506,15082.403846153846,4.447120128388358e-06,2.0
28309.0,28309.0,0,1.0,2,Self-Storage Facility,Self-Storage Facility,28309.0,7,MAGNOLIA / QUEEN ANNE,47.64633,-122.3508,1918,430308.9063,0,98,0.0,14154.5,3.532445512027977e-05,0.0
45500.0,45500.0,0,1.0,4,Hotel,Hotel,45500.0,7,DOWNTOWN,47.60154,-122.3352,1914,2799595.0,0,102,0.0,11375.0,2.1978021978021977e-05,2.0
38376.0,38376.0,0,1.0,5,Small- and Mid-Sized Office,Office,29258.0,7,DOWNTOWN,47.60106,-122.33458,1900,2058532.875,0,116,0.0,7675.2,2.605795288722118e-05,2.0
42804.0,42804.0,0,1.0,4,Small- and Mid-Sized Office,Office,24120.0,7,DOWNTOWN,47.60149,-122.33458,1900,1544501.75,0,116,0.0,10701.0,2.3362302588543127e-05,2.0
57600.0,57600.0,0,0.0,5,Mixed Use Property,Residence Hall/Dormitory,27600.0,7,DOWNTOWN,47.6005,-122.33514,2005,6983736.0,0,11,0.0,11520.0,0.0,2.0
33300.0,33300.0,0,1.0,4,Small- and Mid-Sized Office,Office,26639.0,7,DOWNTOWN,47.60023,-122.33459,1900,1287497.375,0,116,0.0,8325.0,3.003003003003003e-05,2.0
22200.0,22200.0,0,1.0,3,Other,Other,22200.0,7,DOWNTOWN,47.59976,-122.33514,1900,188745.7031,0,116,0.0,7400.0,4.5045045045045046e-05,2.0
29498.0,29498.0,0,1.0,2,Warehouse,Non-Refrigerated Warehouse,19749.0,7,MAGNOLIA / QUEEN ANNE,47.64306,-122.34219,1968,3768900.5,0,48,0.0,14749.0,3.390060343074107e-05,0.0
23050.0,23050.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,23050.0,4,LAKE UNION,47.64793,-122.34358,1938,466672.6875,0,78,0.0,23050.0,4.3383947939262474e-05,0.0
48350.0,48350.0,0,1.0,4,Small- and Mid-Sized Office,Unknown,,4,LAKE UNION,47.64747,-122.34086,2008,3168131.0,0,8,0.0,12087.5,2.0682523267838676e-05,0.0
46059.0,46059.0,0,1.0,1,Retail Store,Retail Store,46000.0,4,NORTHEAST,47.66097,-122.3192,1930,1582655.875,0,86,0.0,46059.0,2.1711283353959053e-05,9.0
23595.0,23595.0,0,1.0,2,Medical Office,Medical Office,23595.0,4,NORTHEAST,47.67437,-122.3181,1970,817409.625,0,46,0.0,11797.5,4.238186056367875e-05,9.0
28142.0,28142.0,0,1.0,3,Small- and Mid-Sized Office,Office,28142.0,7,DOWNTOWN,47.59938,-122.33328,1900,847097.8125,0,116,0.0,9380.666666666666,3.5534077180015636e-05,2.0
28760.0,28760.0,0,1.0,3,Small- and Mid-Sized Office,Office,12314.0,7,DOWNTOWN,47.59954,-122.33327,1900,2615973.5,0,116,0.0,9586.666666666666,3.4770514603616136e-05,2.0
39030.0,39030.0,0,1.0,4,Small- and Mid-Sized Office,Office,32001.0,7,DOWNTOWN,47.59979,-122.33318,1902,713326.875,0,114,0.0,9757.5,2.5621316935690495e-05,2.0
47215.0,47215.0,0,0.0,3,Small- and Mid-Sized Office,Office,23659.0,7,DOWNTOWN,47.60071,-122.33377,1909,2092696.0,0,107,0.0,15738.333333333334,0.0,2.0
61580.0,34580.0,27000,1.0,2,Other,Other,36280.0,3,EAST,47.61492,-122.31728,1926,4199443.0,1,90,0.43845404352062356,17290.0,1.6239038648911984e-05,2.0
30720.0,30720.0,0,1.0,3,Small- and Mid-Sized Office,Office,29720.0,3,EAST,47.61459,-122.31724,1917,1288669.5,0,99,0.0,10240.0,3.255208333333333e-05,2.0
20640.0,20640.0,0,1.0,2,Mixed Use Property,Retail Store,9750.0,3,EAST,47.61428,-122.31726,1916,412562.4063,0,100,0.0,10320.0,4.8449612403100775e-05,2.0
34914.0,34914.0,0,1.0,2,Mixed Use Property,Retail Store,14983.0,3,EAST,47.61421,-122.3193,1912,1333289.625,0,104,0.0,17457.0,2.8641805579423727e-05,2.0
20897.0,20897.0,0,1.0,3,Small- and Mid-Sized Office,Office,10228.0,3,EAST,47.61508,-122.31845,1906,964923.8125,0,110,0.0,6965.666666666667,4.78537589127626e-05,2.0
36940.0,36940.0,0,1.0,2,Retail Store,Retail Store,36940.0,3,EAST,47.61478,-122.31847,1916,336745.4063,0,100,0.0,18470.0,2.7070925825663238e-05,2.0
22866.0,22866.0,0,1.0,3,Small- and Mid-Sized Office,Office,22866.0,3,EAST,47.61435,-122.31859,1913,1153690.125,0,103,0.0,7622.0,4.3733053441791306e-05,2.0
30240.0,30240.0,0,1.0,1,Retail Store,Retail Store,32205.0,3,EAST,47.61466,-122.31984,1920,1264626.875,0,96,0.0,30240.0,3.306878306878307e-05,2.0
28586.0,28586.0,0,1.0,2,Other,Other,27022.0,4,NORTHEAST,47.65729,-122.31937,1962,5078204.0,0,54,0.0,14293.0,3.498215909885958e-05,9.0
28800.0,28800.0,0,1.0,3,Hotel,Hotel,21600.0,2,DOWNTOWN,47.59766,-122.32394,1908,4644346.0,0,108,0.0,9600.0,3.472222222222222e-05,8.0
28800.0,28800.0,0,1.0,3,Restaurant,Unknown,,2,DOWNTOWN,47.59697,-122.32474,1913,899924.1875,0,103,0.0,9600.0,3.472222222222222e-05,8.0
35202.0,35202.0,0,1.0,3,Small- and Mid-Sized Office,Office,24227.0,2,DOWNTOWN,47.59644,-122.32415,1979,3605755.5,0,37,0.0,11734.0,2.840747684790637e-05,8.0
95117.0,69035.0,26082,1.0,6,Senior Care Community,Senior Care Community,69035.0,7,EAST,47.61318,-122.32747,1969,7202141.5,1,47,0.27420965757961246,11505.833333333334,1.0513367747090425e-05,2.0
24600.0,24600.0,0,1.0,2,Worship Facility,Worship Facility,24600.0,3,EAST,47.61426,-122.32661,1910,331059.5,0,106,0.0,12300.0,4.065040650406504e-05,2.0
48850.0,48850.0,0,1.0,1,Worship Facility,Worship Facility,28725.0,3,EAST,47.60514,-122.32613,1900,1063480.5,0,116,0.0,48850.0,2.0470829068577278e-05,2.0
54863.0,54863.0,0,0.0,3,Hospital,Hospital (General Medical & Surgical),109726.0,1,SOUTHWEST,47.58767,-122.38672,1961,2037720.625,0,55,0.0,18287.666666666668,0.0,5.0
25000.0,25000.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,13393.0,2,GREATER DUWAMISH,47.55317,-122.33289,1964,1989103.875,0,52,0.0,25000.0,4e-05,1.0
25000.0,25000.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,24000.0,2,GREATER DUWAMISH,47.55544,-122.33294,1960,287132.5,0,56,0.0,25000.0,4e-05,1.0
22622.0,22622.0,0,1.0,1,Other,Manufacturing/Industrial Plant,23000.0,2,GREATER DUWAMISH,47.55523,-122.33448,1927,774075.6875,0,89,0.0,22622.0,4.420475643179206e-05,1.0
27544.0,27544.0,0,1.0,3,Small- and Mid-Sized Office,Office,22365.0,3,EAST,47.61543,-122.32657,1917,1031667.5,0,99,0.0,9181.333333333334,3.6305547487656114e-05,2.0
47415.0,47415.0,0,1.0,7,Small- and Mid-Sized Office,Office,25884.0,7,DOWNTOWN,47.61161,-122.34592,1989,1478979.25,0,27,0.0,6773.571428571428,2.1090372245070126e-05,2.0
22960.0,22960.0,0,1.0,3,Other,Other - Entertainment/Public Assembly,22960.0,7,MAGNOLIA / QUEEN ANNE,47.63644,-122.34218,1961,2266983.0,0,55,0.0,7653.333333333333,4.3554006968641115e-05,0.0
44739.0,44739.0,0,1.0,1,Supermarket / Grocery Store,Supermarket/Grocery Store,44739.0,3,EAST,47.62048,-122.31386,1998,14585813.0,0,18,0.0,44739.0,2.2351863027783366e-05,2.0
22778.0,22778.0,0,1.0,1,Mixed Use Property,Retail Store,21194.0,4,NORTHEAST,47.66816,-122.27706,1948,2470566.0,0,68,0.0,22778.0,4.390201071209061e-05,9.0
21562.0,21562.0,0,1.0,2,Worship Facility,Worship Facility,21052.0,6,BALLARD,47.68517,-122.38733,1956,866806.0,0,60,0.0,10781.0,4.637788702346721e-05,3.0
25753.0,25753.0,0,1.0,1,Other,Other - Entertainment/Public Assembly,25753.0,3,CENTRAL,47.62322,-122.29006,1959,1378130.25,0,57,0.0,25753.0,3.8830427523007026e-05,9.0
71280.0,71280.0,0,1.0,3,Other,Other - Recreation,71280.0,3,EAST,47.62816,-122.28067,1928,16336999.203125,0,88,0.0,23760.0,1.4029180695847363e-05,9.0
153312.0,153312.0,0,1.0,16,Senior Care Community,Senior Care Community,148590.0,3,EAST,47.63429,-122.27652,1963,16336999.203125,0,53,0.0,9582.0,6.522646629096222e-06,9.0
224864.625,196071.25,201857,1.0,19,Mixed Use Property,Office,192159.375,7,DOWNTOWN,47.61811,-122.33908,2009,16336999.203125,1,7,0.8976823277560888,10319.53947368421,4.447120128388358e-06,2.0
24200.0,24200.0,0,1.0,1,Worship Facility,Worship Facility,24200.0,2,SOUTHEAST,47.53857,-122.28026,1968,826488.6875,0,48,0.0,24200.0,4.132231404958678e-05,7.0
23513.0,21302.0,2211,1.0,4,Residence Hall,Residence Hall/Dormitory,15200.0,7,MAGNOLIA / QUEEN ANNE,47.63651,-122.34418,1981,1740568.25,1,35,0.09403308807893505,5325.5,4.252966444094756e-05,0.0
66610.0,66610.0,0,1.0,3,Self-Storage Facility,Self-Storage Facility,66720.0,1,DELRIDGE,47.56785,-122.37039,1994,640377.0,0,22,0.0,22203.333333333332,1.5012760846719711e-05,5.0
36000.0,36000.0,0,1.0,1,Other,Other,34000.0,2,GREATER DUWAMISH,47.56774,-122.33289,1950,3646053.75,0,66,0.0,36000.0,2.777777777777778e-05,1.0
23222.0,23222.0,0,1.0,2,K-12 School,K-12 School,15006.0,5,NORTHWEST,47.71387,-122.3535,1938,1219863.125,0,78,0.0,11611.0,4.306261303935923e-05,4.0
24476.0,24476.0,0,1.0,2,Mixed Use Property,Fitness Center/Health Club/Gym,7501.0,3,EAST,47.61426,-122.3253,1924,2662054.25,0,92,0.0,12238.0,4.085634907664651e-05,2.0
24750.0,24750.0,0,0.0,2,Retail Store,Retail Store,19240.0,3,EAST,47.61386,-122.32481,1910,782343.8125,0,106,0.0,12375.0,0.0,2.0
60000.0,60000.0,0,1.0,3,K-12 School,K-12 School,48783.0,3,EAST,47.61339,-122.32594,1904,3625407.5,0,112,0.0,20000.0,1.6666666666666667e-05,2.0
46560.0,46560.0,0,1.0,2,Other,Other - Entertainment/Public Assembly,46560.0,3,EAST,47.61449,-122.32592,1954,690557.6875,0,62,0.0,23280.0,2.147766323024055e-05,2.0
30408.0,30408.0,0,1.0,3,Other,Bank Branch,25000.0,7,MAGNOLIA / QUEEN ANNE,47.63303,-122.34268,1980,1440554.25,0,36,0.0,10136.0,3.288608260983952e-05,0.0
30109.0,30109.0,0,1.0,3,Small- and Mid-Sized Office,Office,28400.0,7,MAGNOLIA / QUEEN ANNE,47.63439,-122.34078,1920,1465795.75,0,96,0.0,10036.333333333334,3.3212660666245974e-05,0.0
25481.0,25481.0,0,1.0,2,Small- and Mid-Sized Office,Office,25481.0,7,MAGNOLIA / QUEEN ANNE,47.63985,-122.36712,1960,917100.3125,0,56,0.0,12740.5,3.924492759310859e-05,0.0
141297.0,141297.0,0,1.0,1,Senior Care Community,Senior Care Community,141297.0,2,SOUTHEAST,47.53515,-122.26556,1967,16336999.203125,0,49,0.0,141297.0,7.077291096060072e-06,7.0
27788.0,27788.0,0,1.0,2,Small- and Mid-Sized Office,Office,32610.0,7,LAKE UNION,47.62298,-122.33082,1912,2119806.25,0,104,0.0,13894.0,3.5986756873470565e-05,2.0
41704.0,33120.0,8584,1.0,4,Hotel,Hotel,41704.0,5,NORTHWEST,47.729,-122.34473,1990,1943899.25,1,26,0.20583157490888165,8280.0,2.39785152503357e-05,4.0
22324.0,22324.0,0,1.0,2,Warehouse,Non-Refrigerated Warehouse,21000.0,2,GREATER DUWAMISH,47.56683,-122.33358,1941,588856.125,0,75,0.0,11162.0,4.479483963447411e-05,1.0
31360.0,31360.0,0,1.0,2,Other,Other - Entertainment/Public Assembly,32000.0,2,GREATER DUWAMISH,47.5661,-122.33358,1946,1725108.25,0,70,0.0,15680.0,3.188775510204082e-05,1.0
30496.0,30496.0,0,1.0,1,Mixed Use Property,Retail Store,14344.0,2,GREATER DUWAMISH,47.56555,-122.33362,1947,1992158.25,0,69,0.0,30496.0,3.279118572927597e-05,1.0
27600.0,27600.0,0,1.0,3,Small- and Mid-Sized Office,Office,13175.0,3,EAST,47.61545,-122.3238,1922,1072151.375,0,94,0.0,9200.0,3.6231884057971014e-05,2.0
55974.0,55974.0,0,1.0,2,Senior Care Community,Senior Care Community,56000.0,6,Northwest,47.66312,-122.35311,1961,6135173.0,0,55,0.0,27987.0,1.7865437524564978e-05,3.0
22583.0,22583.0,0,1.0,1,Senior Care Community,Senior Care Community,22583.0,5,NORTH,47.70883,-122.28887,1954,1981360.0,0,62,0.0,22583.0,4.428109639994686e-05,6.0
31686.0,24328.0,7358,0.0,3,Small- and Mid-Sized Office,Office,25927.0,4,LAKE UNION,47.66117,-122.3391,1997,2305643.5,1,19,0.23221612068421385,8109.333333333333,0.0,9.0
26694.0,20660.0,6034,1.0,3,Small- and Mid-Sized Office,Office,24914.0,4,LAKE UNION,47.6483,-122.33438,1981,720170.6875,1,35,0.22604330561174796,6886.666666666667,3.746160185809545e-05,0.0
29400.0,29400.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,25000.0,5,NORTHWEST,47.70833,-122.34429,1972,227509.5,0,44,0.0,29400.0,3.401360544217687e-05,4.0
22452.0,22452.0,0,1.0,3,Hotel,Hotel,22452.0,2,GREATER DUWAMISH,47.54774,-122.32091,1992,1244150.0,0,24,0.0,7484.0,4.4539461963299484e-05,1.0
25767.0,25767.0,0,1.0,2,Other,Bank Branch,17434.0,4,NORTHEAST,47.66148,-122.31279,1912,1581352.75,0,104,0.0,12883.5,3.880932976287499e-05,9.0
33910.0,33910.0,0,1.0,4,Retail Store,Retail Store,14585.0,4,NORTHEAST,47.66188,-122.31279,1953,1822834.25,0,63,0.0,8477.5,2.948982601002654e-05,9.0
78401.0,78401.0,0,1.0,2,Worship Facility,Worship Facility,62400.0,4,NORTHEAST,47.6645,-122.31224,1927,2462408.25,0,89,0.0,39200.5,1.275493935026339e-05,9.0
78716.0,78716.0,0,1.0,2,Warehouse,Non-Refrigerated Warehouse,41275.0,4,LAKE UNION,47.64748,-122.33435,1979,4103800.75,0,37,0.0,39358.0,1.270389755577011e-05,0.0
33300.0,33300.0,0,1.0,2,K-12 School,K-12 School,30740.0,4,LAKE UNION,47.66389,-122.33692,1910,1594733.625,0,106,0.0,16650.0,3.003003003003003e-05,9.0
28808.0,28808.0,0,1.0,1,Supermarket / Grocery Store,Supermarket/Grocery Store,31174.0,4,LAKE UNION,47.66185,-122.33594,1957,9232576.0,0,59,0.0,28808.0,3.471257983893363e-05,9.0
27966.0,20962.0,7004,1.0,1,Small- and Mid-Sized Office,Office,20962.0,4,NORTHEAST,47.66345,-122.3134,1957,1100499.75,1,59,0.25044697132231997,20962.0,3.57577057855968e-05,9.0
26226.0,26226.0,0,1.0,1,Supermarket / Grocery Store,Supermarket/Grocery Store,25828.0,4,NORTHEAST,47.66429,-122.31389,1950,7588060.5,0,66,0.0,26226.0,3.813009990086174e-05,9.0
34948.0,19193.0,15755,1.0,2,Mixed Use Property,Bank Branch,19183.0,4,NORTHEAST,47.6616,-122.31393,1976,1159807.125,1,40,0.4508126359162184,9596.5,2.8613940711914844e-05,9.0
37639.0,27640.0,9999,1.0,3,Small- and Mid-Sized Office,Office,20434.0,4,LAKE UNION,47.6342,-122.32661,1998,6197824.5,1,18,0.265655304338585,9213.333333333334,2.6568187252583756e-05,2.0
22840.0,22840.0,0,1.0,4,Small- and Mid-Sized Office,Office,18400.0,7,DOWNTOWN,47.60102,-122.33378,1900,881386.1875,0,116,0.0,5710.0,4.3782837127845886e-05,2.0
21420.0,21420.0,0,1.0,1,Other,Museum,10420.0,7,DOWNTOWN,47.60135,-122.33327,1900,810636.875,0,116,0.0,21420.0,4.668534080298786e-05,2.0
20880.0,20880.0,0,1.0,1,Small- and Mid-Sized Office,Office,20880.0,7,DOWNTOWN,47.6011,-122.33197,1900,683274.0,0,116,0.0,20880.0,4.789272030651341e-05,2.0
26000.0,26000.0,0,1.0,3,Mixed Use Property,Office,13000.0,7,DOWNTOWN,47.59938,-122.33197,1966,1063035.875,0,50,0.0,8666.666666666666,3.846153846153846e-05,2.0
38675.0,38675.0,0,1.0,3,Small- and Mid-Sized Office,Office,12100.0,7,DOWNTOWN,47.59954,-122.33201,1900,1938776.75,0,116,0.0,12891.666666666666,2.585649644473174e-05,2.0
49951.0,49951.0,0,1.0,4,Small- and Mid-Sized Office,Office,32039.0,7,DOWNTOWN,47.59986,-122.33195,1929,5134446.0,0,87,0.0,12487.75,2.0019619226842307e-05,2.0
25880.0,25880.0,0,1.0,2,Medical Office,Medical Office,25880.0,2,SOUTHEAST,47.5195,-122.26935,2010,1941728.75,0,6,0.0,12940.0,3.8639876352395674e-05,7.0
41013.0,41013.0,0,1.0,3,Worship Facility,Worship Facility,32098.0,4,NORTHEAST,47.66517,-122.31037,1927,1080821.0,0,89,0.0,13671.0,2.4382512861775534e-05,9.0
21075.0,21075.0,0,1.0,2,Other,Social/Meeting Hall,18075.0,4,NORTHEAST,47.66453,-122.30999,2004,1581036.75,0,12,0.0,10537.5,4.744958481613286e-05,9.0
46485.0,46485.0,0,1.0,3,Worship Facility,Worship Facility,63922.0,4,NORTHEAST,47.67842,-122.31949,1950,1544995.75,0,66,0.0,15495.0,2.1512315800795955e-05,9.0
56896.0,56896.0,0,1.0,4,Small- and Mid-Sized Office,Office,40768.0,6,NORTHWEST,47.67819,-122.3231,1965,1402048.5,0,51,0.0,14224.0,1.7575928008998877e-05,9.0
27500.0,27500.0,0,1.0,2,Worship Facility,Worship Facility,27500.0,6,NORTHWEST,47.67783,-122.32577,1978,577123.125,0,38,0.0,13750.0,3.6363636363636364e-05,9.0
36630.0,36630.0,0,1.0,2,Small- and Mid-Sized Office,Office,22000.0,2,DOWNTOWN,47.59856,-122.33248,1930,541943.3125,0,86,0.0,18315.0,2.73000273000273e-05,2.0
26830.0,26830.0,0,0.0,3,Small- and Mid-Sized Office,Office,16838.0,7,DOWNTOWN,47.59954,-122.33115,1900,2099386.75,0,116,0.0,8943.333333333334,0.0,2.0
41920.0,41920.0,0,1.0,5,Small- and Mid-Sized Office,Office,41920.0,7,DOWNTOWN,47.59971,-122.33065,1906,1103594.75,0,110,0.0,8384.0,2.385496183206107e-05,2.0
36879.0,36879.0,0,1.0,5,Small- and Mid-Sized Office,Office,44000.0,7,DOWNTOWN,47.60048,-122.33157,1905,1537570.25,0,111,0.0,7375.8,2.711570270343556e-05,2.0
29820.0,29820.0,0,1.0,6,Other,Other - Lodging/Residential,29820.0,7,DOWNTOWN,47.60055,-122.33057,1904,1601955.625,0,112,0.0,4970.0,3.35345405767941e-05,2.0
33640.0,33640.0,0,0.0,2,Small- and Mid-Sized Office,Office,27322.0,7,DOWNTOWN,47.60026,-122.3299,1905,1078535.75,0,111,0.0,16820.0,0.0,2.0
43484.0,43484.0,0,1.0,4,Warehouse,Non-Refrigerated Warehouse,26416.0,7,DOWNTOWN,47.59986,-122.32987,1906,1567040.75,0,110,0.0,10871.0,2.299696440069911e-05,2.0
22480.0,22480.0,0,1.0,3,Mixed Use Property,Office,10800.0,2,DOWNTOWN,47.599,-122.32717,1900,981009.125,0,116,0.0,7493.333333333333,4.448398576512456e-05,8.0
33018.0,33018.0,0,1.0,4,Hotel,Hotel,23193.0,2,DOWNTOWN,47.5985,-122.32677,1925,4857581.5,0,91,0.0,8254.5,3.0286510388273062e-05,8.0
26510.0,26510.0,0,1.0,2,Small- and Mid-Sized Office,Office,30800.0,2,DOWNTOWN,47.5962,-122.32548,1970,987063.6875,0,46,0.0,13255.0,3.772161448509996e-05,8.0
40028.0,40028.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,33222.0,4,LAKE UNION,47.65429,-122.32618,1938,942415.1875,0,78,0.0,40028.0,2.4982512241431e-05,9.0
44510.0,26282.0,18228,1.0,3,Small- and Mid-Sized Office,Office,26282.0,4,LAKE UNION,47.65373,-122.32721,2007,2188051.25,1,9,0.40952594922489327,8760.666666666666,2.246686137946529e-05,9.0
21624.0,21624.0,0,1.0,1,Worship Facility,Worship Facility,21624.0,5,NORTH,47.71705,-122.28577,1954,666687.5,0,62,0.0,21624.0,4.624491305956345e-05,6.0
21600.0,21600.0,0,0.0,3,Small- and Mid-Sized Office,Office,11600.0,2,DOWNTOWN,47.59819,-122.32599,1993,1539176.625,0,23,0.0,7200.0,0.0,8.0
20620.0,20620.0,0,1.0,3,Mixed Use Property,Multifamily Housing,10060.0,2,DOWNTOWN,47.59769,-122.32537,1909,747456.875,0,107,0.0,6873.333333333333,4.8496605237633365e-05,8.0
40552.0,40552.0,0,1.0,5,Hotel,Hotel,40552.0,2,DOWNTOWN,47.59983,-122.32598,1910,1200180.875,0,106,0.0,8110.4,2.4659696192542908e-05,8.0
31432.0,31432.0,0,1.0,3,Small- and Mid-Sized Office,Office,23059.0,2,DOWNTOWN,47.60105,-122.32542,1909,1439572.375,0,107,0.0,10477.333333333334,3.181471112242301e-05,2.0
24550.0,24550.0,0,1.0,2,Retail Store,Retail Store,13500.0,2,DOWNTOWN,47.59935,-122.32468,1917,977230.3125,0,99,0.0,12275.0,4.0733197556008144e-05,8.0
25864.0,25864.0,0,1.0,3,Other,Social/Meeting Hall,13364.0,3,CENTRAL,47.60285,-122.31458,1908,1028277.313,0,108,0.0,8621.333333333334,3.8663779771110426e-05,8.0
20686.0,20686.0,0,1.0,3,Other,Other - Lodging/Residential,20686.0,4,NORTHEAST,47.66192,-122.30998,1924,1207504.0,0,92,0.0,6895.333333333333,4.8341873731025813e-05,9.0
22124.0,22124.0,0,1.0,3,Residence Hall,Residence Hall/Dormitory,22124.0,4,NORTHEAST,47.6617,-122.31007,1929,637685.0,0,87,0.0,7374.666666666667,4.51997830410414e-05,9.0
27487.0,27487.0,0,1.0,3,Residence Hall,Residence Hall/Dormitory,27487.0,4,NORTHEAST,47.66289,-122.30863,1926,1594504.875,0,90,0.0,9162.333333333334,3.638083457634518e-05,9.0
23616.0,23616.0,0,1.0,4,Residence Hall,Residence Hall/Dormitory,23616.0,4,NORTHEAST,47.66164,-122.30874,1926,1656420.25,0,90,0.0,5904.0,4.234417344173442e-05,9.0
33448.0,33448.0,0,1.0,3,Residence Hall,Residence Hall/Dormitory,33448.0,4,NORTHEAST,47.66238,-122.30801,1976,998633.5,0,40,0.0,11149.333333333334,2.9897153790959102e-05,9.0
29508.0,22388.0,7120,0.0,2,Mixed Use Property,Other - Recreation,11074.0,2,EAST,47.60153,-122.31986,2005,2217620.0,1,11,0.2412904974922055,11194.0,0.0,8.0
74840.0,74840.0,0,1.0,2,Senior Care Community,Senior Care Community,74840.0,3,CENTRAL,47.60133,-122.31088,1987,8268496.5,0,29,0.0,37420.0,1.3361838588989846e-05,8.0
20992.0,20992.0,0,1.0,3,Other,Performing Arts,24600.0,3,CENTRAL,47.60133,-122.31088,1913,2473302.0,0,103,0.0,6997.333333333333,4.763719512195122e-05,8.0
22344.0,22344.0,0,1.0,2,K-12 School,K-12 School,22344.0,3,CENTRAL,47.6032,-122.30596,1925,1522596.75,0,91,0.0,11172.0,4.475474400286431e-05,8.0
31900.0,31900.0,0,1.0,3,University,College/University,26000.0,3,EAST,47.62531,-122.32303,1921,2466100.0,0,95,0.0,10633.333333333334,3.134796238244514e-05,2.0
29417.0,29417.0,0,1.0,2,Other,Other - Recreation,18489.0,6,BALLARD,47.68475,-122.38257,1950,1631479.125,0,66,0.0,14708.5,3.3993949077064285e-05,3.0
49299.0,49299.0,0,1.0,3,Mixed Use Property,Office,24099.0,2,DOWNTOWN,47.59737,-122.32487,1909,4729846.5,0,107,0.0,16433.0,2.0284387107243556e-05,8.0
31841.0,31841.0,0,1.0,1,Supermarket / Grocery Store,Supermarket/Grocery Store,30899.0,1,SOUTHWEST,47.58217,-122.38479,1997,13140574.0,0,19,0.0,31841.0,3.140604880499984e-05,5.0
21036.0,21036.0,0,1.0,2,Mixed Use Property,Parking,11021.0,3,EAST,47.627,-122.29153,1988,2735811.5,0,28,0.0,10518.0,4.753755466818787e-05,9.0
32928.0,32928.0,0,1.0,2,Mixed Use Property,Parking,24288.0,4,NORTHEAST,47.66272,-122.31798,1999,5652231.0,0,17,0.0,16464.0,3.0369290573372204e-05,9.0
44476.0,44476.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,41256.0,2,GREATER DUWAMISH,47.54761,-122.32759,1960,1368120.5,0,56,0.0,44476.0,2.2484036334202716e-05,1.0
35017.0,35017.0,0,1.0,1,Small- and Mid-Sized Office,Office,19785.0,2,GREATER DUWAMISH,47.54494,-122.32543,1969,1295485.25,0,47,0.0,35017.0,2.8557557757660565e-05,1.0
29084.0,29084.0,0,1.0,3,Residence Hall,Residence Hall/Dormitory,26000.0,4,NORTHEAST,47.66281,-122.30819,1950,1632498.625,0,66,0.0,9694.666666666666,3.4383166001925455e-05,9.0
22952.0,22952.0,0,1.0,2,Worship Facility,Worship Facility,22962.0,3,SOUTHEAST,47.58671,-122.30201,1963,470666.6875,0,53,0.0,11476.0,4.35691878703381e-05,8.0
21040.0,21040.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,21040.0,2,GREATER DUWAMISH,47.54443,-122.32688,1976,592088.125,0,40,0.0,21040.0,4.752851711026616e-05,1.0
28032.0,28032.0,0,1.0,2,Warehouse,Non-Refrigerated Warehouse,30000.0,2,GREATER DUWAMISH,47.54491,-122.32758,1951,1321065.0,0,65,0.0,14016.0,3.567351598173516e-05,1.0
25620.0,25620.0,0,1.0,1,Distribution Center,Distribution Center,25620.0,2,GREATER DUWAMISH,47.54333,-122.32792,1974,550324.1875,0,42,0.0,25620.0,3.9032006245121e-05,1.0
33238.0,33238.0,0,1.0,3,Warehouse,Non-Refrigerated Warehouse,33238.0,2,DOWNTOWN,47.59775,-122.32219,1992,1632472.0,0,24,0.0,11079.333333333334,3.0086046091822612e-05,8.0
27800.0,27800.0,0,1.0,4,K-12 School,K-12 School,11093.0,3,EAST,47.60745,-122.32542,1912,1181428.75,0,104,0.0,6950.0,3.597122302158273e-05,2.0
